Recom1,Recom2,Recom3,Recom4,Recom5
1.8,1.8,1.8,1.8,1.8
15.0,3.7,3.5,5.9,
26.4,3.1,1.9,,
1.7,Sem Foto,3.1,,
3.7,3.5,5.9,,
27.1,27.1,35.9,30.9,
3.7,,1.7,,
2.5,2.7,1.7,4.2,
1.7,4.2,Sem Foto,,
1.7,4.2,Sem Foto,,
28.9,21.5,1.6,1.7,
3.1,8.9,8.9,1.9,
28.1,27.1,30.9,35.9,
8.1,8.7,8.7,,
3.7,3.5,5.9,,
30.2,26.8,25.9,27.1,
23.5,2.5,2.5,,
3.7,3.5,5.9,38.9,
1.7,Sem Foto,3.1,,
28.6,8.9,8.9,14.5,
1.7,4.2,Sem Foto,,
28.9,14.5,28.1,26.9,1.8
14.0,13.9,3.7,1.7,Sem Foto
12.9,1.7,Sem Foto,,
1.7,Sem Foto,3.1,,
14.9,10.9,18.9,,
2.5,2.5,38.9,,
42.2,14.9,42.2,18.9,13.5
11.9,6.6,10.3,4.2,
34.3,13.5,18.9,,
3.7,3.5,5.9,,
19.5,28.9,27.7,27.9,25.9
28.1,27.1,27.1,35.9,
27.1,6.3,27.1,35.9,30.9
1.8,1.8,1.8,1.8,
1.7,Sem Foto,3.1,,
13.5,3.9,1.9,,
1.7,4.2,Sem Foto,,
12.3,18.9,12.3,,
1.7,4.2,Sem Foto,,
13.5,13.5,1.6,1.8,1.8
3.7,3.5,5.9,1.9,
2.5,2.5,2.5,,
3.5,5.9,38.9,,
30.2,29.2,26.9,26.9,25.9
27.9,25.9,27.1,35.9,
8.7,8.7,3.9,,
,3.1,14.0,1.9,
3.0,3.0,3.0,,
3.0,3.0,11.9,1.4,1.5
24.9,2.5,2.5,14.9,1.9
1.7,4.2,Sem Foto,,
28.1,27.1,27.1,30.9,35.9
13.5,1.8,1.8,1.8,1.8
1.7,4.2,Sem Foto,,
27.1,27.1,30.9,,
3.7,3.5,5.9,,
1.8,1.8,1.8,1.8,
3.7,3.5,5.9,,
6.4,8.7,9.0,8.7,8.3
1.7,Sem Foto,3.1,,
1.8,1.8,1.8,1.8,1.8
37.6,12.3,37.6,,
3.7,3.5,5.9,,
8.7,8.7,2.6,,
1.7,Sem Foto,3.1,,
2.7,2.7,9.9,,
30.2,29.2,25.9,8.9,8.9
8.9,8.9,3.1,,
10.9,13.5,3.7,,
28.9,28.7,28.1,25.9,26.9
13.3,13.9,3.9,,
1.7,4.2,Sem Foto,,
3.7,3.5,5.9,,
23.5,13.9,1.7,,
28.9,28.1,27.1,2.5,
26.9,26.9,3.7,3.5,5.9
42.1,24.9,3.7,,
15.0,3.9,1.9,,
26.9,14.9,30.2,24.9,
2.8,9.9,1.7,Sem Foto,
11.9,49.9,11.9,11.9,
12.9,13.9,13.9,,
5.3,1.5,8.2,8.2,
16.5,37.6,37.6,13.9,
37.6,37.6,26.4,21.5,
3.1,1.9,Sem Foto,,
34.1,30.2,29.2,29.1,37.9
37.6,34.1,1.6,9.9,
28.7,25.9,26.9,3.7,
13.5,30.2,29.2,26.8,2.5
6.3,1.8,1.8,1.8,
2.5,2.5,2.5,,
3.0,3.0,1.7,4.2,
2.5,2.5,2.5,2.5,
28.9,24.9,28.1,24.9,27.1
2.5,2.5,,,
2.5,2.5,2.5,2.5,
11.9,16.6,1.8,16.4,
28.1,27.1,2.5,2.5,30.9
2.5,2.5,1.8,1.8,
1.7,4.2,Sem Foto,,
1.7,4.2,Sem Foto,,
2.5,2.5,2.5,2.5,
23.5,30.2,29.2,26.8,1.7
5.3,1.5,8.2,13.9,5.3
2.5,2.5,2.5,,
37.6,25.9,37.6,,
39.4,39.4,24.9,13.5,
3.0,3.0,3.0,,
1.7,4.2,Sem Foto,,
13.5,18.3,12.3,15.9,16.5
27.9,34.1,37.9,28.4,4.2
10.8,13.9,13.5,,
24.9,28.9,28.1,24.9,
38.4,13.5,35.9,29.9,
17.4,15.5,15.5,,
3.7,3.5,5.9,,
3.7,3.5,5.9,,
12.9,9.9,1.7,Sem Foto,
3.7,3.5,5.9,,
3.7,3.5,5.9,,
3.0,3.0,3.0,,
13.5,2.5,2.5,2.5,
1.7,Sem Foto,3.1,,
11.9,2.7,13.9,2.5,
3.7,3.5,5.9,,
17.5,8.9,8.9,3.9,1.7
49.9,24.9,1.7,,
28.9,28.1,2.5,2.7,
28.9,27.7,21.5,,
13.5,15.4,3.9,14.0,
3.7,3.5,5.9,,
11.9,16.9,17.9,,
1.7,Sem Foto,3.1,,
2.7,2.7,1.7,,
3.7,3.5,5.9,,
39.4,27.3,12.9,39.4,
30.2,29.2,26.8,24.9,
27.1,27.1,35.9,30.9,
38.9,1.7,Sem Foto,,
28.9,6.4,28.1,24.9,26.9
13.9,1.8,1.8,17.8,13.9
8.9,8.9,1.7,Sem Foto,
16.9,3.9,1.9,,
30.2,29.2,25.9,3.5,27.1
1.7,4.2,Sem Foto,,
13.5,13.9,13.9,6.3,3.9
40.5,38.4,30.2,29.2,25.9
1.7,4.2,Sem Foto,,
1.9,1.7,4.2,Sem Foto,
21.5,27.1,35.9,30.9,4.2
28.9,27.7,26.4,6.6,
1.7,4.2,Sem Foto,,
13.5,12.9,3.7,,
1.7,4.2,Sem Foto,,
13.5,13.5,6.3,,
14.9,10.9,18.9,1.7,
3.7,3.5,5.9,,
26.9,23.9,13.9,27.1,27.1
13.9,13.5,11.9,,
24.9,3.1,1.9,,
27.9,1.8,2.5,2.5,
1.7,4.2,Sem Foto,,
1.7,4.2,Sem Foto,,
3.7,2.5,15.9,16.5,
24.9,5.3,1.5,8.2,8.2
13.3,13.5,3.9,,
15.9,10.8,13.5,13.5,14.0
1.7,Sem Foto,4.2,,
39.4,39.4,13.5,24.9,1.9
19.5,11.9,2.5,3.5,3.1
3.7,3.5,5.9,1.7,
28.7,25.9,26.9,,
8.7,16.6,13.5,,
28.1,27.1,27.1,30.9,35.9
3.7,3.5,5.9,3.9,1.7
13.5,6.6,3.0,,
28.1,26.9,27.1,27.1,30.9
1.8,1.8,1.8,3.7,
2.1,8.9,8.9,1.9,
13.5,26.9,26.9,5.3,
3.9,1.7,4.2,Sem Foto,
1.7,Sem Foto,3.1,,
15.29,40.5,20.8,13.5,
3.7,3.5,5.9,,
7.4,1.7,4.2,,
19.5,39.4,27.3,39.4,2.5
29.2,34.1,25.9,3.7,3.9
26.9,5.7,1.7,Sem Foto,
3.0,3.0,11.9,10.3,5.3
13.5,3.1,1.9,,
3.7,3.5,5.9,,
1.7,4.2,Sem Foto,,
8.7,8.7,7.4,,
1.7,4.2,Sem Foto,,
3.0,3.0,1.6,,
10.9,13.5,8.9,4.2,
2.5,2.5,2.5,,
28.1,12.5,27.1,30.9,35.9
1.8,1.8,1.8,1.8,
11.3,13.5,2.7,,
11.9,2.5,2.5,1.7,
2.1,8.9,8.9,2.5,
8.7,14.5,9.0,11.9,
3.7,3.5,5.9,,
28.9,27.7,21.5,38.9,
3.7,3.5,5.9,,
36.9,26.9,23.9,,
29.9,1.7,Sem Foto,,
17.4,27.9,25.9,15.5,15.5
3.0,3.7,3.5,5.9,
39.4,27.3,28.9,13.5,27.7
2.5,2.5,2.5,,
3.9,1.7,Sem Foto,3.1,
39.4,27.3,39.4,,
49.9,26.4,24.9,7.4,1.6
2.5,2.5,1.7,,
28.9,28.1,6.6,26.9,
14.5,10.45,7.4,1.8,
13.5,8.9,2.7,2.7,
13.5,1.7,Sem Foto,3.1,
2.5,1.8,2.5,2.5,
13.3,1.7,4.2,Sem Foto,
4.2,1.7,Sem Foto,,
38.4,13.5,8.9,29.9,
28.9,27.7,2.1,10.9,26.4
39.4,27.3,39.4,,
8.9,11.9,10.3,,
27.1,6.6,13.5,6.3,8.3
1.6,4.5,1.7,Sem Foto,
39.4,27.3,24.9,,
11.9,27.9,25.9,7.4,1.6
3.7,1.7,Sem Foto,3.1,
10.9,24.9,2.5,2.5,
3.7,3.5,5.9,,
10.9,1.6,1.7,,
36.9,39.4,27.3,39.4,
,3.7,1.7,,
1.4,5.3,1.5,8.2,8.2
24.9,13.5,24.9,,
49.9,3.7,5.9,,
27.3,24.9,1.5,,
3.7,3.5,5.9,,
3.7,3.5,5.9,,
1.7,4.2,Sem Foto,,
8.7,8.7,12.3,,
6.6,5.3,1.5,,
13.5,15.5,15.5,3.1,1.9
3.7,3.5,5.9,,
13.9,26.9,17.8,,
28.9,26.4,10.9,1.8,
3.7,3.5,5.9,,
28.7,25.9,29.5,37.6,
13.9,40.5,10.9,,
5.3,1.5,8.2,8.2,13.9
8.1,13.5,6.4,14.9,8.3
39.4,13.5,39.4,11.9,24.9
1.7,Sem Foto,3.1,,
3.7,3.5,4.2,5.9,
3.7,1.6,1.7,Sem Foto,38.9
26.8,25.9,35.9,29.9,35.9
28.9,39.5,28.1,27.1,
10.8,6.6,15.0,1.8,
13.5,1.8,1.8,1.8,1.8
16.4,17.4,27.1,27.1,15.5
17.4,3.0,8.9,3.0,
24.9,15.9,16.5,,
26.9,26.9,10.9,,
3.9,5.3,8.2,8.2,
24.9,5.3,1.5,8.2,8.2
14.5,1.8,1.8,1.6,7.4
11.9,1.7,4.2,Sem Foto,
10.9,1.8,1.8,,
30.2,29.2,25.9,,
30.2,29.2,25.9,,
7.5,8.9,1.6,,
12.3,17.0,15.4,,
1.8,1.8,1.8,1.8,
1.8,1.8,1.8,1.8,
30.2,28.9,26.8,25.9,28.1
3.7,3.5,5.9,,
17.9,1.7,4.2,Sem Foto,
2.5,2.5,1.7,,
11.9,10.3,14.0,,
1.6,1.7,Sem Foto,3.1,
3.7,3.5,5.9,,
38.9,1.7,Sem Foto,,
28.9,28.1,2.5,1.6,
1.7,4.2,Sem Foto,,
6.4,21.5,13.9,17.8,
27.1,35.9,30.9,,
1.7,Sem Foto,3.1,,
13.5,13.5,1.7,4.2,
3.7,2.5,2.5,,
10.9,9.0,14.0,1.7,
28.1,27.1,27.1,30.9,35.9
26.9,26.9,26.9,,
36.9,3.7,5.9,,
12.5,1.6,13.9,3.9,1.5
13.5,38.4,35.9,29.9,1.8
3.7,3.5,5.9,,
14.9,11.9,7.4,15.9,16.5
5.3,1.5,8.2,13.9,5.3
28.9,29.1,28.1,6.6,1.9
13.5,1.8,2.5,,
1.8,1.8,1.8,,
19.5,34.1,12.9,3.7,
28.9,27.7,21.5,,
13.9,17.8,13.9,15.4,1.9
1.7,4.2,Sem Foto,,
27.7,24.9,27.9,25.9,24.9
26.9,13.9,16.4,,
27.9,39.4,27.3,39.4,25.9
1.7,4.2,Sem Foto,,
8.7,8.7,8.7,3.7,
3.7,3.5,5.9,1.7,
1.6,3.1,1.9,9.9,
13.5,1.7,Sem Foto,,
1.7,4.2,Sem Foto,,
1.6,8.7,8.7,1.8,1.8
3.7,3.5,5.9,,
1.7,4.2,Sem Foto,,
11.9,1.6,10.3,1.7,
29.1,15.0,1.5,1.7,
27.3,24.9,1.7,4.2,
1.7,Sem Foto,3.1,,
1.7,4.2,Sem Foto,,
28.9,34.1,14.9,28.9,28.1
2.7,1.7,Sem Foto,,
13.5,1.7,1.9,,
49.9,15.9,16.5,1.9,
29.9,3.9,1.5,38.9,
10.9,1.7,Sem Foto,,
3.9,1.7,4.2,Sem Foto,
46.5,2.6,4.5,,
11.9,6.6,18.9,3.9,7.4
15.0,13.9,1.8,1.8,
37.9,14.5,13.5,17.9,11.9
42.2,42.2,11.9,10.3,1.9
28.9,27.1,35.9,30.9,
28.9,28.1,26.9,27.1,
1.7,Sem Foto,3.1,,
16.4,5.3,1.5,8.2,8.2
10.9,12.3,7.4,1.7,
13.5,13.5,2.5,2.5,
24.9,1.5,1.7,,
13.5,1.7,Sem Foto,,
13.5,12.9,1.9,,
3.7,3.5,5.9,1.9,
1.8,1.8,1.8,1.8,
1.7,4.2,Sem Foto,,
1.7,4.2,Sem Foto,,
8.9,3.1,1.9,,
24.9,1.7,4.2,Sem Foto,
11.9,11.9,10.3,,
12.9,2.7,2.7,1.7,
6.6,,10.45,1.6,
1.5,8.2,8.2,13.9,5.3
26.9,14.9,26.9,2.8,13.5
13.5,12.9,3.9,14.0,
3.7,3.5,5.9,,
47.1,8.9,8.9,,
39.4,27.3,24.9,24.9,
29.2,26.8,1.6,2.5,
6.4,10.9,2.7,9.0,2.7
13.5,12.3,1.7,,
34.1,6.4,37.9,3.9,1.9
12.9,2.6,1.7,,
15.0,16.6,5.3,1.5,
13.5,5.3,1.5,,
1.7,4.2,Sem Foto,,
24.9,10.9,24.9,46.5,
16.5,1.7,Sem Foto,,
24.9,3.7,3.5,5.9,
14.5,12.5,14.0,1.9,
27.1,2.5,3.1,3.0,3.0
28.9,27.7,3.0,26.4,46.5
3.7,3.5,5.9,,
13.3,1.9,1.7,,
28.9,27.7,26.4,1.6,13.5
17.0,2.5,2.5,1.9,
26.9,26.9,11.9,4.2,
13.5,8.9,12.3,,
3.7,5.9,1.9,,
11.9,7.4,1.9,,
3.7,3.5,5.9,,
39.4,27.3,39.4,,
3.7,3.5,5.9,,
41.5,,1.9,,
1.7,4.2,Sem Foto,,
28.9,39.4,27.3,39.4,28.1
6.4,8.3,38.9,,
9.9,1.7,4.2,,
42.1,40.5,3.9,,
2.5,2.5,38.9,,
3.7,3.5,5.9,,
1.7,Sem Foto,3.1,,
13.5,5.3,1.5,1.7,
13.5,12.9,13.5,3.9,1.9
1.7,Sem Foto,3.1,,
2.7,2.7,1.7,38.9,
39.4,27.3,39.4,,
3.7,16.6,17.9,,
41.5,2.5,2.5,15.5,2.5
3.7,3.5,5.9,,
3.0,3.0,3.0,5.7,1.6
1.7,4.2,Sem Foto,,
15.0,3.1,1.7,Sem Foto,
3.9,1.7,4.2,Sem Foto,
3.7,3.5,5.9,,
1.7,4.2,Sem Foto,,
26.8,25.9,27.1,35.9,30.9
3.7,3.5,5.9,,
3.7,3.5,5.9,,
37.6,34.1,6.3,,
27.9,38.4,35.9,29.9,
46.5,2.7,2.7,4.2,
3.9,1.7,4.2,Sem Foto,
5.3,1.5,8.2,8.2,13.9
14.9,35.9,30.9,,
13.9,15.5,14.0,,
2.1,1.7,Sem Foto,,
3.1,1.7,Sem Foto,38.9,
11.9,10.45,2.5,2.5,1.8
1.7,4.2,Sem Foto,,
1.8,2.5,2.5,1.8,
1.7,3.1,Sem Foto,3.1,
1.8,1.8,1.8,1.8,
12.5,5.3,1.5,8.2,8.2
32.5,27.1,29.1,1.9,5.3
16.5,,3.9,9.9,
3.7,3.5,5.9,,
26.4,7.4,5.3,1.5,8.2
25.9,27.1,27.1,35.9,
2.6,4.5,3.1,1.9,
1.7,Sem Foto,3.1,,
24.9,1.6,2.5,2.5,
26.4,35.9,30.9,14.0,
17.4,15.5,15.5,,
3.7,3.5,5.9,,
13.5,1.6,1.7,Sem Foto,
39.4,27.3,24.9,4.2,
28.7,25.9,26.9,13.5,15.9
12.5,13.5,13.9,2.7,2.7
1.7,Sem Foto,3.1,,
14.9,3.9,9.9,,
14.9,10.9,18.9,,
27.9,25.9,1.7,Sem Foto,
3.0,3.0,3.0,13.9,17.8
34.1,37.9,28.4,,
27.1,13.5,1.9,,
8.7,8.7,3.7,3.5,
1.7,Sem Foto,4.2,,
25.9,25.9,3.7,3.5,5.9
16.6,1.6,1.7,,
1.8,1.8,1.8,1.8,1.8
34.1,37.9,28.4,4.2,1.9
3.7,3.5,5.9,,
37.6,34.1,2.5,2.5,2.5
2.7,2.7,1.7,4.2,
14.5,1.7,3.1,Sem Foto,
11.9,11.9,10.3,4.2,
3.0,2.1,3.0,3.0,
39.4,27.3,39.4,3.9,
14.5,14.0,11.9,11.9,
6.4,27.1,27.1,35.9,30.9
12.3,1.7,4.2,Sem Foto,
2.5,2.5,2.7,2.7,
2.7,2.7,1.9,,
11.9,8.9,11.9,10.3,
11.9,2.7,2.7,10.3,3.9
13.5,6.4,14.0,,
8.1,28.9,13.5,27.7,
26.9,26.9,27.1,23.9,6.3
12.5,3.1,1.9,,
1.8,1.8,5.7,1.8,
41.5,1.6,1.8,1.8,
1.7,4.2,Sem Foto,,
37.6,26.9,37.6,26.9,
34.1,12.5,24.9,6.6,11.9
1.7,4.2,Sem Foto,,
13.5,13.5,,6.6,1.9
8.9,8.9,3.7,,
2.5,2.5,2.5,,
,7.4,3.1,1.9,
38.4,27.9,35.9,25.9,46.5
26.9,1.8,1.8,1.8,1.8
11.9,1.6,10.3,3.9,
2.5,13.9,2.5,17.8,13.9
24.9,13.9,1.6,,
3.7,3.5,5.9,,
1.7,4.2,Sem Foto,,
36.9,34.3,13.5,1.6,1.5
17.5,14.0,1.6,14.9,15.5
14.0,2.5,2.5,1.6,
1.7,Sem Foto,3.1,,
30.2,6.6,26.8,25.9,
39.4,39.4,24.9,,
13.5,1.6,1.5,,
3.7,3.5,5.9,1.7,
14.5,12.9,1.9,,
2.5,2.5,2.5,,
2.7,2.7,4.2,,
13.9,17.8,17.9,,
9.9,1.7,4.2,Sem Foto,
1.7,4.2,Sem Foto,,
1.8,1.8,1.8,1.8,
36.9,34.3,13.5,,
1.8,1.8,2.5,,
1.7,4.2,Sem Foto,,
3.7,1.7,4.2,Sem Foto,
3.7,3.5,5.9,,
1.6,1.5,38.9,1.7,
1.8,1.8,5.7,1.8,
12.3,6.4,1.4,1.5,2.5
13.9,1.7,Sem Foto,,
8.7,24.9,12.9,,
2.7,2.5,2.7,,
12.9,6.8,13.5,11.9,
3.7,3.5,5.9,,
13.5,1.6,3.9,14.0,
1.7,4.2,Sem Foto,,
3.7,3.5,5.9,,
27.1,27.1,30.9,,
11.9,11.9,13.5,15.0,
12.3,3.7,3.5,,
1.7,Sem Foto,38.9,,
17.8,13.9,1.7,,
21.5,15.4,9.9,,
26.9,29.5,11.9,,
28.9,40.5,28.1,,
3.7,3.5,5.9,,
3.0,2.5,3.0,2.5,
11.9,14.0,13.9,17.8,7.4
26.8,25.9,4.2,,
1.7,4.2,Sem Foto,,
41.5,25.9,8.7,8.7,3.1
27.7,6.4,30.2,29.2,26.8
27.1,35.9,1.9,,
13.5,13.5,13.5,,
28.1,27.1,27.1,30.9,35.9
27.9,28.9,27.7,25.9,3.7
26.9,29.5,14.0,,
39.4,27.3,39.4,8.3,
1.7,Sem Foto,3.1,,
1.8,1.8,1.8,1.8,
2.5,2.7,2.5,2.5,
25.9,1.5,1.8,1.8,
13.5,12.5,3.0,3.0,3.0
26.9,27.1,24.9,8.7,8.7
14.9,16.4,1.9,,
26.9,29.5,38.9,1.7,
13.9,16.4,1.7,Sem Foto,
14.5,11.9,15.4,,
17.5,30.2,29.2,25.9,3.7
13.9,9.9,1.9,,
17.5,9.9,1.7,Sem Foto,
3.7,3.5,1.7,,
24.9,2.5,2.5,,
3.7,3.5,5.9,,
14.0,5.3,1.5,1.7,
8.7,1.7,Sem Foto,,
30.2,29.2,27.9,25.9,25.9
3.7,3.5,5.9,,
39.4,27.3,24.9,,
5.7,3.9,1.9,,
13.5,1.7,Sem Foto,,
27.7,37.6,34.1,30.2,
17.4,11.9,15.5,10.3,17.9
1.8,1.8,1.6,1.8,
24.9,2.5,2.5,,
28.9,30.2,29.2,25.9,21.5
1.7,4.2,Sem Foto,,
1.7,Sem Foto,3.1,,
12.9,2.7,2.7,,
10.9,13.5,2.5,,
3.0,3.0,1.7,4.2,
10.9,13.5,15.0,24.9,13.9
14.9,18.9,6.6,,
13.5,12.9,1.5,,
1.8,1.8,1.8,1.8,
5.7,1.7,4.2,Sem Foto,
4.5,9.9,1.9,,
3.7,3.5,5.9,1.5,
17.9,3.1,1.9,,
38.4,35.9,29.9,,
1.5,8.2,8.2,13.9,5.3
27.1,27.1,35.9,30.9,
5.3,1.5,8.2,8.2,13.9
13.5,13.5,11.9,,
26.9,24.9,1.9,,
26.8,26.9,25.9,17.9,
1.7,4.2,Sem Foto,,
28.7,26.9,29.5,10.9,
15.5,2.7,2.7,,1.5
26.8,14.0,25.9,3.0,8.9
26.9,42.1,5.7,,
39.4,27.3,39.4,,
3.7,3.5,5.9,,
8.9,8.9,2.5,2.5,1.8
2.7,2.7,3.7,1.9,
1.8,1.8,1.8,1.8,1.8
38.4,35.9,26.9,,
1.8,1.8,1.8,1.8,
11.9,3.0,3.0,1.6,3.0
1.7,4.2,Sem Foto,,
14.9,9.9,1.9,,
26.9,29.5,28.9,28.1,
11.9,7.4,1.5,8.2,
13.5,17.9,3.7,1.9,
3.9,5.3,8.2,8.2,
10.9,24.9,1.7,Sem Foto,
16.4,3.0,3.0,1.6,
1.7,4.2,Sem Foto,,
11.9,37.6,37.6,24.9,6.3
1.6,,16.9,,
5.3,1.5,8.2,8.2,5.3
1.7,4.2,Sem Foto,,
6.4,13.5,8.3,,
12.3,30.2,29.2,2.8,26.8
5.7,1.7,Sem Foto,3.1,
11.9,1.9,1.5,,
27.1,23.5,25.9,1.6,26.4
11.9,10.3,1.7,4.2,
3.7,3.5,5.9,,
1.7,Sem Foto,3.1,,
13.5,6.3,1.6,1.7,
14.0,11.9,2.1,3.5,3.1
13.5,13.5,37.9,4.2,
14.5,5.7,1.7,,
1.7,4.2,Sem Foto,,
5.7,1.7,Sem Foto,,
3.0,3.0,1.7,4.2,
12.3,13.5,1.6,1.7,
1.8,1.8,1.8,1.8,
11.9,1.6,1.5,1.9,1.7
3.7,3.5,5.9,,
29.5,49.9,17.9,,
1.7,4.2,Sem Foto,,
7.4,5.3,1.5,8.2,8.2
5.3,1.5,9.9,,
1.8,1.8,1.8,1.8,
1.6,2.6,4.5,1.9,
1.7,4.2,Sem Foto,,
28.9,28.1,3.0,,
12.3,24.9,1.7,,
8.7,8.7,13.5,,
5.3,1.5,8.2,8.2,
13.5,14.5,11.9,15.9,16.5
3.7,3.5,5.9,,
34.1,13.3,12.5,28.4,
3.7,3.5,5.9,,
27.3,30.2,29.2,26.8,
11.9,8.7,1.8,,
1.7,4.2,Sem Foto,,
2.8,3.9,1.9,1.7,
3.7,3.5,5.9,,
2.5,2.5,2.5,2.5,
2.5,2.5,4.5,1.7,3.1
13.5,13.5,38.9,,
37.6,14.5,34.1,,
37.6,37.6,13.9,23.9,2.5
3.7,3.5,5.9,,
14.5,11.9,2.6,4.5,1.7
2.6,4.5,1.9,,
25.9,26.9,29.5,30.2,29.2
3.7,3.5,5.9,,
13.9,5.3,1.5,1.7,
3.1,3.1,1.9,,
3.7,3.5,5.9,,
1.4,10.45,1.9,,
14.5,13.5,11.9,,
1.8,1.8,1.8,1.8,
3.7,3.5,5.9,,
34.1,2.1,13.9,2.5,
8.7,28.1,27.1,27.1,
16.4,1.5,1.7,4.2,
16.4,17.5,1.8,1.8,
2.5,2.5,1.8,1.8,
24.9,39.4,27.3,39.4,24.9
1.6,4.2,14.0,1.7,
39.4,39.4,26.9,26.9,24.9
13.9,5.7,1.6,1.9,
3.0,3.0,1.8,1.8,
3.0,3.0,1.7,4.2,
3.7,3.5,5.9,,
15.0,10.9,17.9,,
1.7,Sem Foto,3.1,,
13.5,1.9,1.7,,
2.7,4.2,1.7,,
3.7,3.5,5.9,1.9,
13.5,13.5,17.9,,
2.5,6.3,1.6,,
13.9,34.1,23.9,,
1.6,17.9,1.7,,
3.7,5.9,1.9,,
1.6,3.1,9.9,,
15.0,2.5,2.5,12.3,
1.6,1.8,1.8,1.8,
13.5,1.8,1.8,1.8,
1.8,1.8,,1.8,
13.9,1.7,Sem Foto,,
25.9,25.9,26.9,,
3.7,13.5,13.5,1.6,
11.9,3.0,3.0,3.0,
3.7,3.5,5.9,,
6.4,9.0,3.7,3.5,
39.4,26.9,26.8,23.9,25.9
2.5,2.5,1.7,,
3.7,3.5,5.9,,
13.5,12.3,12.9,2.1,23.9
3.1,1.9,9.9,,
28.9,11.9,28.1,24.9,
13.5,1.6,2.6,4.5,
25.9,27.3,2.8,3.0,25.9
,14.0,1.7,,
24.9,1.8,1.8,,
42.2,32.5,42.2,13.5,3.5
1.4,1.5,2.5,2.5,2.5
30.2,27.7,25.9,26.4,2.1
Sem Foto,5.7,1.7,Sem Foto,
35.9,2.5,29.9,,
3.7,3.5,5.9,,
13.5,13.5,1.7,,
17.8,16.9,9.9,,
26.9,26.9,1.7,,
3.1,1.9,3.1,,
10.9,1.7,4.2,,
28.9,28.1,27.9,25.9,27.1
26.9,29.5,2.1,2.5,
1.7,4.2,Sem Foto,,
2.7,2.7,1.8,1.8,
13.9,1.6,17.8,13.9,
1.7,Sem Foto,3.1,,
27.1,27.1,35.9,30.9,
1.7,3.1,1.9,,
2.1,1.6,1.9,,
38.4,28.9,13.5,35.9,28.1
2.5,2.5,2.5,,
2.5,2.5,2.5,,
28.1,27.1,27.1,30.9,35.9
28.6,39.4,36.9,36.9,39.4
13.5,14.0,1.9,,
34.3,1.7,Sem Foto,3.1,
3.7,3.5,5.9,,
9.9,1.7,Sem Foto,,
27.9,30.2,29.2,26.8,25.9
15.5,15.5,9.9,,
17.8,1.6,1.9,,
11.9,8.7,12.3,7.4,
26.4,1.6,1.7,,
11.9,11.9,3.1,,
13.5,1.7,Sem Foto,,
28.9,10.9,27.7,26.9,21.5
2.5,2.5,2.5,16.9,3.9
36.9,36.9,13.5,1.8,1.8
16.4,2.5,2.5,2.5,38.9
15.5,15.5,10.3,,
13.5,14.9,3.0,11.9,3.0
39.4,27.3,39.4,2.5,
17.8,1.8,1.8,,
28.9,28.1,27.1,,
7.5,8.7,8.7,,
32.5,26.9,2.5,2.5,
28.1,30.9,1.6,35.9,
13.5,26.9,35.9,1.6,
17.0,1.6,13.5,,
1.8,1.8,1.8,1.8,
1.7,4.2,Sem Foto,,
2.5,2.5,2.7,,
3.7,3.5,5.9,,
3.0,3.0,4.2,,
3.1,1.9,9.9,,
6.6,14.9,10.3,,
28.9,28.1,26.4,21.5,27.1
38.9,1.7,Sem Foto,,
3.1,3.1,1.9,,
3.9,1.7,Sem Foto,,
42.2,34.1,3.0,17.9,
1.7,4.2,Sem Foto,,
10.9,13.9,17.8,13.9,
1.7,4.2,Sem Foto,,
49.9,2.7,2.7,,
14.0,1.7,4.2,Sem Foto,
24.9,8.3,17.9,,
23.9,1.8,1.8,1.7,
1.7,4.2,Sem Foto,,
27.1,27.1,35.9,30.9,
15.4,1.7,4.2,Sem Foto,
6.6,1.7,Sem Foto,,
5.3,1.5,8.2,8.2,13.9
1.7,4.2,Sem Foto,,
3.7,3.5,5.9,,
11.9,7.4,1.7,,
10.9,3.7,5.9,1.7,
25.9,26.9,29.5,,
28.1,14.0,27.1,27.1,30.9
13.9,2.5,2.5,1.7,
6.6,2.5,2.5,2.5,2.5
11.9,1.6,7.4,,
16.4,5.3,1.5,8.2,8.2
42.2,32.9,39.5,,
17.9,13.5,1.9,,
2.5,2.5,1.8,1.8,
1.7,4.2,Sem Foto,,
8.9,15.5,15.5,9.9,
6.6,5.7,16.4,1.7,4.2
3.7,9.9,1.7,4.2,
5.3,1.5,8.2,8.2,13.9
6.6,15.0,1.7,4.2,
27.1,27.1,35.9,30.9,
36.9,36.9,17.4,15.5,15.5
11.9,34.1,13.5,7.4,
1.7,Sem Foto,3.1,,
3.7,3.5,5.9,1.7,
29.2,8.7,25.9,,
11.9,14.0,7.4,,
14.9,8.9,8.9,,
14.9,1.8,1.8,1.8,
13.5,13.5,4.2,,
11.9,2.5,2.5,7.4,2.5
42.2,42.2,4.2,1.9,
34.1,39.4,27.3,39.4,8.7
12.3,3.0,3.0,,
37.6,34.1,39.4,27.3,
5.3,1.5,8.2,8.2,5.3
39.4,27.3,39.4,,
15.9,16.5,1.7,4.2,
6.3,2.7,2.7,1.9,
5.3,1.5,1.7,3.1,
29.2,40.5,38.4,26.8,
13.5,13.5,38.9,,
12.5,13.9,17.9,17.8,13.9
13.5,6.6,10.45,,
28.9,26.4,21.5,24.9,13.5
1.5,8.2,8.2,13.9,5.3
26.9,1.7,4.2,,
